"ID","Learning level","Spelling","Synthesis","Phonemic Synthesis","IllustrationFile","AudioFile","IsSimpleWord","IsSightWord","IsPhonicsWord"
"sat","3","sat","s/a/t","s/ae/t","","WordAudio_sat.ogg","Y","N","Y"
"as","3","as",,,"","WordAudio_as.ogg","N","Y","N"
"pat","4","pat","p/a/t","p/ae/t","","WordAudio_pat.ogg","Y","N","Y"
"sap","4","sap","s/a/p","s/ae/p","","WordAudio_sap.ogg","Y","N","Y"
"tap","4","tap","t/a/p","t/ae/p","","WordAudio_tap.ogg","Y","N","Y"
"it","5","it","i/t","i/t","","WordAudio_it.ogg","Y","N","Y"
"pit","5","pit","p/i/t","p/i/t","","WordAudio_pit.ogg","Y","N","Y"
"song","33","song","s/o/ng","s/o/ng","","WordAudio_song.ogg","Y","N","Y"
"swimming","33","swimming","s/w/i/mm/i/ng","s/w/i/m/i/ng","WordImage_swimming.png","WordAudio_swimming.ogg","N","N","Y"
"thing","33","thing","th/i/ng","th/i/ng","","WordAudio_thing.ogg","Y","N","Y"
"sister","45","sister","s/i/s/t/er","s/i/s/t/..r ","","WordAudio_sister.ogg","N","Y","Y"
"silver","45","silver","s/i/l/v/er","s/i/l/v/..r ","","WordAudio_silver.ogg","N","Y","Y"
"supper","45","supper","s/u/pp/er","s/^/p/..r ","","WordAudio_supper.ogg","Y","N","Y"
"summer","45","summer","s/u/mm/er","s/^/m/..r","WordImage_summer.png","WordAudio_summer.ogg","N","N","Y"
"river","45","river","r/i/v/er","r/i/v/..r","WordImage_river.png","WordAudio_river.ogg","Y","N","Y"
"richer","45","richer","r/i/ch/er","r/i/tsh/..r ","","WordAudio_richer.ogg","N","Y","Y"
"runner","45","runner","r/u/nn/er","r/^/n/..r","","WordAudio_runner.ogg","Y","N","Y"
"rubber","45","rubber","r/u/bb/er","r/^/b/..r ","","WordAudio_rubber.ogg","Y","N","Y"
"smaller","45","smaller","s/m/a/ll/er","s/m/o:/l/..r ","","WordAudio_smaller.ogg","N","Y","Y"
"painter","45","painter","p/ai/n/t/er","p/ei/n/t/..r","","WordAudio_painter.ogg","N","N","Y"
"powder","45","powder","p/ow/d/er","p/au/d/..r ","","WordAudio_powder.ogg","N","N","Y"
"power","45","power","p/ow/er","p/au/..r","","WordAudio_power.ogg","Y","N","Y"
"panther","45","panther","p/a/n/th/er","p/ae/n/th/..r","WordImage_panther.png","WordAudio_panther.ogg","N","N","Y"
"never","45","never","n/e/v/er","n/e/v/..r ","","WordAudio_never.ogg","N","Y","Y"
"mother","45","mother",,"m/^/dh/..r ","","WordAudio_mother.ogg","N","Y","N"
"longer","45","longer","l/o/ng/er","l/o/ng/..r ","","WordAudio_longer.ogg","N","Y","Y"
"lobster","45","lobster","l/o/b/s/t/er","l/o/b/s/t/..r","WordImage_lobster.png","WordAudio_lobster.ogg","N","N","Y"
"letter","45","letter","l/e/tt/er","l/e/t/..r ","","WordAudio_letter.ogg","Y","Y","Y"
"perm","45","perm","p/er/m","p/e:r/m","","WordAudio_perm.ogg","Y","N","Y"
"smoother","45","smoother","s/m/oo/th/er","s/m/u:/dh/..r ","","WordAudio_smoother.ogg","N","Y","Y"
"sweeter","45","sweeter","s/w/ee/t/er","s/w/i:/t/..r ","","WordAudio_sweeter.ogg","N","Y","Y"
"shower","45","shower","sh/ow/er","sh/au/..r ","","WordAudio_shower.ogg","N","N","Y"
"hurt","46","hurt","h/ur/t","h/e:r/t","","WordAudio_hurt.ogg","Y","N","Y"
"first","100","first","f/ir/s/t","f/e:r/s/t ","","WordAudio_first.ogg","N","Y","Y"
"firm","100","firm","f/ir/m","f/e:r/m ","","WordAudio_firm.ogg","N","N","Y"
"further","46","further","f/ur/th/er","f/e:r/dh/..r","","WordAudio_further.ogg","Y","N","Y"
"fir","46","fir",,"f/e:r ","","WordAudio_fir.ogg","N","Y","N"
"fur","46","fur","f/ur","f/e:r","WordImage_fur.png","WordAudio_fur.ogg","Y","N","Y"
"disturb","46","disturb","d/i/s/t/ur/b","d/i/s/t/e:r/b","","WordAudio_disturb.ogg","Y","N","Y"
"dirt","100","dirt","d/ir/t","d/e:r/t ","","WordAudio_dirt.ogg","Y","Y","Y"
"birth","100","birth","b/ir/th","b/e:r/th ","","WordAudio_birth.ogg","N","N","Y"
"burp","46","burp","b/ur/p","b/e:r/p","","WordAudio_burp.ogg","Y","N","Y"
"burn","46","burn","b/ur/n","b/e:r/n","","WordAudio_burn.ogg","Y","N","Y"
"bird","46","bird",,"b/e:r/d","WordImage_bird.png","WordAudio_bird.ogg","N","Y","N"
"zipper","45","zipper","z/i/pp/er","z/i/p/..r","WordImage_zipper.png","WordAudio_zipper.ogg","Y","N","Y"
"winter","45","winter","w/i/n/t/er","w/i/n/t/..r","WordImage_winter.png","WordAudio_winter.ogg","N","N","Y"
"verb","45","verb","v/er/b","v/e:r/b ","","WordAudio_verb.ogg","N","Y","Y"
"taller","45","taller","t/a/ll/er","t/o:/l/..r ","","WordAudio_taller.ogg","N","Y","Y"
"term","45","term","t/er/m","t/e:r/m","","WordAudio_term.ogg","Y","N","Y"
"together","45","together",,"t/..r/g/e/dh/..r ","","WordAudio_together.ogg","N","Y","N"
"stalk","111","stalk","st/a/lk","st/o:/k","","WordAudio_stalk.ogg","Y","N","Y"
"ladder","45","ladder","l/a/dd/er","l/ae/d/..r","WordImage_ladder.png","WordAudio_ladder.ogg","N","N","Y"
"clever_blue","45","clever","c/l/e/v/er","k/l/e/v/..r","","WordAudio_clever.ogg","Y","N","Y"
"colder","45","colder","c/o/l/d/er","k/..u/l/d/..r ","","WordAudio_colder.ogg","N","Y","Y"
"herb","45","herb","h/er/b","h/e:r/b ","","WordAudio_herb.ogg","N","Y","Y"
"ear","44","ear","ear","i..r","WordImage_ear.png","WordAudio_ear.ogg","Y","N","Y"
"hear","44","hear","h/ear","h/i..r","","WordAudio_hear.ogg","Y","N","Y"
"gear","44","gear","g/ear","g/i..r","","WordAudio_gear.ogg","Y","N","Y"
"fear","44","fear","f/ear","f/i..r","","WordAudio_fear.ogg","Y","N","Y"
"dear","44","dear","d/ear","d/i..r","","WordAudio_dear.ogg","Y","N","Y"
"beard","44","beard","b/ear/d","b/i..r/d","WordImage_beard.png","WordAudio_beard.ogg","Y","N","Y"
"chair","43","chair","ch/air","tsh/e..r","WordImage_chair.png","WordAudio_chair.ogg","Y","N","Y"
"stair","43","stair","s/t/air","s/t/e..r","","WordAudio_stair.ogg","Y","N","Y"
"pair","43","pair","p/air","p/e..r","","WordAudio_pair.ogg","Y","N","Y"
"lair","43","lair","l/air","l/e..r","","WordAudio_lair.ogg","Y","N","Y"
"hair","43","hair","h/air","h/e..r","WordImage_hair.png","WordAudio_hair.ogg","Y","N","Y"
"fair","43","fair","f/air","f/e..r","","WordAudio_fair.ogg","Y","N","Y"
"air","43","air","air","e..r","","WordAudio_air.ogg","Y","N","Y"
"charm","42","charm","ch/ar/m","tsh/a:r/m","","WordAudio_charm.ogg","Y","N","Y"
"shark","42","shark","sh/ar/k","sh/a:r/k","WordImage_shark.png","WordAudio_shark.ogg","Y","N","Y"
"scarf","42","scarf","s/c/ar/f","s/k/a:r/f","WordImage_scarf.png","WordAudio_scarf.ogg","Y","N","Y"
"part","42","part","p/ar/t","p/a:r/t","","WordAudio_part.ogg","Y","N","Y"
"passport","42","passport","p/a/ss/p/or/t","p/a:r/s/p/o:/t","WordImage_passport.png","WordAudio_passport.ogg","N","N","Y"
"park","42","park","p/ar/k","p/a:r/k","WordImage_park.png","WordAudio_park.ogg","Y","N","Y"
"earring","44","earring","ear/r/i/ng","i..r/r/i/ng","WordImage_earring.png","WordAudio_earring.ogg","N","N","Y"
"curl","46","curl","c/ur/l","k/e:r/l","","WordAudio_curl.ogg","Y","N","Y"
"year","44","year","y/ear","j/i..r","","WordAudio_year.ogg","Y","N","Y"
"pear","44","pear","p/ear","p/e..r","WordImage_pear.png","WordAudio_pear.ogg","Y","N","Y"
"hammer","45","hammer","h/a/mm/er","h/ae/m/..r","WordImage_hammer.png","WordAudio_hammer.ogg","N","N","Y"
"her","45","her","h/er","h/..r","","WordAudio_her.ogg","Y","N","Y"
"finger","45","finger","f/i/ng/er","f/i/ng/..r","WordImage_finger.png","WordAudio_finger.ogg","Y","N","Y"
"farmer","45","farmer","f/ar/m/er","f/a:r/m/..r","","WordAudio_farmer.ogg","Y","N","Y"
"father","45","father",,"f/a:r/dh/..r ","","WordAudio_father.ogg","N","Y","N"
"ever","45","ever","e/v/er","e/v/..r","","WordAudio_ever.ogg","Y","N","Y"
"germ","45","germ","g/er/m","dz/e:r/m","","WordAudio_germ.ogg","Y","N","Y"
"dinner","45","dinner","d/i/nn/er","d/i/n/..r ","","WordAudio_dinner.ogg","Y","Y","Y"
"brother","45","brother",,"br/^/dh/..r ","","WordAudio_brother.ogg","N","Y","N"
"better","45","better","b/e/tt/er","b/e/t/..r","","WordAudio_better.ogg","Y","N","Y"
"bow","45","bow","b/ow","b/au ","","WordAudio_bow.ogg","Y","N","Y"
"butter","45","butter","b/u/tt/er","b/^/t/..r","WordImage_butter.png","WordAudio_butter.ogg","Y","N","Y"
"after","45","after","a/f/t/er","a:r/f/t/..r ","","WordAudio_after.ogg","N","Y","Y"
"under","45","under","u/n/d/er","^/n/d/..r","WordImage_under.png","WordAudio_under.ogg","Y","N","Y"
"older","45","older","o/l/d/er","..u/l/d/..r ","","WordAudio_older.ogg","N","Y","Y"
"another","45","another",,"..r/n/^/dh/..r ","","WordAudio_another.ogg","N","Y","N"
"tear","44","tear","t/ear","t/i..r","","WordAudio_tear.ogg","Y","N","Y"
"spear","44","spear","s/p/ear","s/p/i..r ","","WordAudio_spear.ogg","Y","N","Y"
"rear","44","rear","r/ear","r/i..r","","WordAudio_rear.ogg","Y","N","Y"
"near","44","near","n/ear","n/i..r","","WordAudio_near.ogg","Y","N","Y"
"saturn","46","saturn","s/a/t/ur/n","s/ae/t/..r/n","","WordAudio_saturn.ogg","Y","N","Y"
"surf","46","surf","s/ur/f","s/e:r/f","","WordAudio_surf.ogg","Y","N","Y"
"skirt","46","skirt","s/k/i/rt","s/k/e:r/t ","","WordAudio_skirt.ogg","Y","Y","Y"
"steep","51","steep","st/ee/p","st/i:/p","","WordAudio_steep.ogg","Y","N","Y"
"steel","51","steel","st/ee/l","st/i:/l","","WordAudio_steel.ogg","Y","N","Y"
"stink","51","stink","st/i/nk","st/i/ngk","","WordAudio_stink.ogg","Y","N","Y"
"sting","51","sting","st/i/ng","st/i/ng","","WordAudio_sting.ogg","Y","N","Y"
"still","51","still","st/i/ll","st/i/l","","WordAudio_still.ogg","Y","N","Y"
"stick","51","stick","st/i/ck","st/i/k","WordImage_stick.png","WordAudio_stick.ogg","Y","N","Y"
"stiff","51","stiff","st/i/ff","st/i/f","WordImage_stiff.png","WordAudio_stiff.ogg","Y","N","Y"
"step","51","step","st/e/p","st/e/p","","WordAudio_step.ogg","Y","N","Y"
"stem","51","stem","st/e/m","st/e/m","","WordAudio_stem.ogg","Y","N","Y"
"stand","51","stand","st/a/n/d","st/ae/n/d","","WordAudio_stand.ogg","Y","N","Y"
"stamp_aqua_st","51","stamp","st/a/m/p","st/ae/m/p","","WordAudio_stamp.ogg","Y","N","Y"
"stack","51","stack","st/a/ck","st/ae/k","","WordAudio_stack.ogg","Y","N","Y"
"start","51","start","st/ar/t","st/a:r/t","","WordAudio_start.ogg","Y","N","Y"
"star","51","star","st/ar","st/a:r","WordImage_star.png","WordAudio_star.ogg","Y","N","Y"
"stun","51","stun","st/u/n","st/^/n","","WordAudio_stun.ogg","Y","N","Y"
"stuck","51","stuck","st/u/ck","st/^/k","","WordAudio_stuck.ogg","Y","N","Y"
"stern","51","stern","s/t/er/n","s/t/e:r/n ","","WordAudio_stern.ogg","N","Y","Y"
"skip","50","skip","sk/i/p","sk/i/p","WordImage_skip.png","WordAudio_skip.ogg","Y","N","Y"
"skin","50","skin","sk/i/n","sk/i/n","","WordAudio_skin.ogg","Y","N","Y"
"stop","51","stop","st/o/p","st/o/p","","WordAudio_stop.ogg","Y","N","Y"
"skim","50","skim","sk/i/m","sk/i/m","","WordAudio_skim.ogg","Y","N","Y"
"smart","52","smart","sm/ar/t","sm/a:r/t","","WordAudio_smart.ogg","Y","N","Y"
"smell","52","smell","sm/e/ll","sm/e/l","","WordAudio_smell.ogg","Y","N","Y"
"speed","54","speed","sp/ee/d","sp/i:/d","","WordAudio_speed.ogg","Y","N","Y"
"spit","54","spit","sp/i/t","sp/i/t","","WordAudio_spit.ogg","Y","N","Y"
"spin","54","spin","sp/i/n","sp/i/n","","WordAudio_spin.ogg","Y","N","Y"
"spill","54","spill","sp/i/ll","sp/i/l","","WordAudio_spill.ogg","Y","N","Y"
"spend","54","spend","sp/e/n/d","sp/e/n/d","","WordAudio_spend.ogg","Y","N","Y"
"spell","54","spell","sp/e/ll","sp/e/l","","WordAudio_spell.ogg","Y","N","Y"
"spat","54","spat","sp/a/t","sp/ae/t","","WordAudio_spat.ogg","Y","N","Y"
"span","54","span","sp/a/n","sp/ae/n","","WordAudio_span.ogg","Y","N","Y"
"spun","54","spun","sp/u/n","sp/^/n","","WordAudio_spun.ogg","Y","N","Y"
"spark","54","spark","s/p/ar/k","s/p/a:r/k ","","WordAudio_spark.ogg","N","N","Y"
"snip","53","snip","sn/i/p","sn/i/p","","WordAudio_snip.ogg","Y","N","Y"
"sniff","53","sniff","sn/i/ff","sn/i/f","WordImage_sniff.png","WordAudio_sniff.ogg","Y","N","Y"
"snail","53","snail","sn/ai/l","sn/ei/l","WordImage_snail.png","WordAudio_snail.ogg","Y","N","Y"
"snap","53","snap","sn/a/p","sn/ae/p","","WordAudio_snap.ogg","Y","N","Y"
"snag","53","snag","sn/a/g","sn/ae/g","","WordAudio_snag.ogg","Y","N","Y"
"snug","53","snug","sn/u/g","sn/^/g","","WordAudio_snug.ogg","Y","N","Y"
"small","52","small","sm/a/ll","sm/o:/l","WordImage_small.png","WordAudio_small.ogg","Y","N","Y"
"smog","52","smog","sm/o/g","sm/o/g","","WordAudio_smog.ogg","Y","N","Y"
"smear","52","smear","sm/ear","sm/i..r","","WordAudio_smear.ogg","Y","N","Y"
"smash","52","smash","sm/a/sh","sm/ae/sh","","WordAudio_smash.ogg","Y","N","Y"
"march","42","march","m/ar/ch","m/a:r/tsh","","WordAudio_march.ogg","Y","N","Y"
"skill","50","skill","sk/i/ll","sk/i/l","","WordAudio_skill.ogg","Y","N","Y"
"skull","50","skull","sk/u/ll","sk/^/l","","WordAudio_skull.ogg","Y","N","Y"
"north","47","north","n/or/th","n/o:/th","WordImage_north.png","WordAudio_north.ogg","Y","N","Y"
"morning","47","morning","m/or/n/i/ng","m/o:/n/i/ng","WordImage_morning.png","WordAudio_morning.ogg","N","N","Y"
"corn","47","corn","c/or/n","k/o:/n","WordImage_corn.png","WordAudio_corn.ogg","Y","N","Y"
"cork","47","cork","c/or/k","k/o:/k","","WordAudio_cork.ogg","Y","N","Y"
"cord","47","cord","c/or/d","k/o:/d","","WordAudio_cord.ogg","Y","N","Y"
"cord ","47","cord ","c/or/d ","k/o:/d  ","","WordAudio_cord.ogg","Y","N","Y"
"fort","47","fort","f/or/t","f/o:/t","","WordAudio_fort.ogg","Y","N","Y"
"form","47","form","f/or/m","f/o:/m","","WordAudio_form.ogg","Y","N","Y"
"fork","47","fork","f/or/k","f/o:/k","WordImage_fork.png","WordAudio_fork.ogg","Y","N","Y"
"for","47","for","f/or","f/o: ","","WordAudio_for.ogg","Y","N","Y"
"airport","47","airport","air/p/or/t","e..r/p/o:/t","WordImage_airport.png","WordAudio_airport.ogg","N","N","Y"
"door","47","door","d/oor","d/o:","WordImage_door.png","WordAudio_door.ogg","Y","N","Y"
"born","47","born","b/or/n","b/o:/n","","WordAudio_born.ogg","Y","N","Y"
"church","46","church","ch/ur/ch","tsh/e:r/tsh","","WordAudio_church.ogg","Y","N","Y"
"thirsty","100","thirsty","th/ir/s/t/y","th/e:r/s/t/i: ","","WordAudio_thirsty.ogg","N","N","Y"
"third","100","third","th/ir/d","th/e:r/d ","","WordAudio_third.ogg","N","N","Y"
"turn","46","turn","t/ur/n","t/e:r/n","","WordAudio_turn.ogg","Y","N","Y"
"swirl","100","swirl","s/w/ir/l","s/w/e:r/l ","","WordAudio_swirl.ogg","N","N","Y"
"stir","100","stir","s/t/ir","s/t/e:r ","","WordAudio_stir.ogg","Y","N","Y"
"order","47","order","or/d/er","o:/d/..r","","WordAudio_order.ogg","Y","N","Y"
"skid","50","skid","sk/i/d","sk/i/d","","WordAudio_skid.ogg","Y","N","Y"
"popcorn","47","popcorn","p/o/p/c/or/n","p/o/p/k/o:/n","WordImage_popcorn.png","WordAudio_popcorn.ogg","N","N","Y"
"snort","47","snort","s/n/or/t","s/n/o:/t ","","WordAudio_snort.ogg","N","N","Y"
"scoop","49","scoop","sc/oo/p","sk/u:/p","","WordAudio_scoop.ogg","Y","N","Y"
"screen_aqua","49","screen","sc/r/ee/n","sk/r/i:/n","","WordAudio_screen.ogg","Y","N","Y"
"script_aqua_sc","49","script","sc/r/i/p/t","sk/r/i/p/t","","WordAudio_script.ogg","Y","N","Y"
"scrimp_aqua","49","scrimp","sc/r/i/m/p","sk/r/i/m/p","","WordAudio_scrimp.ogg","Y","N","Y"
"scrap_aqua","49","scrap","sc/r/a/p","sk/r/ae/p","","WordAudio_scrap.ogg","Y","N","Y"
"scruff_aqua","49","scruff","sc/r/u/ff","sk/r/^/f","","WordAudio_scruff.ogg","Y","N","Y"
"scan","49","scan","sc/a/n","sk/ae/n","WordImage_scan.png","WordAudio_scan.ogg","Y","N","Y"
"scab","49","scab","sc/a/b","sk/ae/b","","WordAudio_scab.ogg","Y","N","Y"
"scar","49","scar","sc/ar","sk/a:r","","WordAudio_scar.ogg","Y","N","Y"
"sure","48","sure","s/ure","sh/u..r","","WordAudio_sure.ogg","Y","N","Y"
"pure","48","pure","p/ure","p/u..r","","WordAudio_pure.ogg","Y","N","Y"
"cure","48","cure","c/ure","k/u..r","","WordAudio_cure.ogg","Y","N","Y"
"figure","48","figure","f/i/g/ure","f/i/g/u..r","","WordAudio_figure.ogg","Y","N","Y"
"worn","47","worn","w/or/n","w/o:/n","","WordAudio_worn.ogg","Y","N","Y"
"thorn","47","thorn","th/or/n","th/o:/n","WordImage_thorn.png","WordAudio_thorn.ogg","Y","N","Y"
"torn","47","torn","t/or/n","t/o:/n","","WordAudio_torn.ogg","Y","N","Y"
"short","47","short","sh/or/t","sh/o:/t","","WordAudio_short.ogg","Y","N","Y"
"storm","47","storm","s/t/or/m","s/t/o:/m ","","WordAudio_storm.ogg","N","N","Y"
"sort","47","sort","s/or/t","s/o:/t","","WordAudio_sort.ogg","Y","N","Y"
"port","47","port","p/o/rt","p/o:/t","WordImage_port.png","WordAudio_port.ogg","Y","N","Y"
"spot","54","spot","sp/o/t","sp/o/t","","WordAudio_spot.ogg","Y","N","Y"
"mark","42","mark","m/ar/k","m/a:r/k","","WordAudio_mark.ogg","Y","N","Y"
"card","42","card","c/ar/d","k/a:r/d","","WordAudio_card.ogg","Y","N","Y"
"thigh","36","thigh","th/igh","th/ai","","WordAudio_thigh.ogg","Y","N","Y"
"tight","36","tight","t/igh/t","t/ai/t","","WordAudio_tight.ogg","Y","N","Y"
"slight","36","slight","s/l/igh/t","s/l/ai/t ","","WordAudio_slight.ogg","N","N","Y"
"sight","36","sight","s/igh/t","s/ai/t","","WordAudio_sight.ogg","Y","N","Y"
"sigh","36","sigh","s/igh","s/ai","","WordAudio_sigh.ogg","Y","N","Y"
"right","36","right","r/igh/t","r/ai/t","WordImage_right.png","WordAudio_right.ogg","Y","N","Y"
"night","36","night","n/igh/t","n/ai/t","WordImage_night.png","WordAudio_night.ogg","Y","N","Y"
"might","36","might","m/igh/t","m/ai/t","","WordAudio_might.ogg","Y","N","Y"
"oak","37","oak","oa/k","..u/k","","WordAudio_oak.ogg","Y","N","Y"
"lightning","36","lightning","l/igh/t/n/i/ng","l/ai/t/n/i/ng","WordImage_lightning.png","WordAudio_lightning.ogg","N","N","Y"
"high","36","high","h/igh","h/ai","","WordAudio_high.ogg","Y","N","Y"
"fright","36","fright","f/r/igh/t","f/r/ai/t ","","WordAudio_fright.ogg","N","N","Y"
"flight","36","flight","f/l/igh/t","f/l/ai/t ","","WordAudio_flight.ogg","N","N","Y"
"fight","36","fight","f/igh/t","f/ai/t","","WordAudio_fight.ogg","Y","N","Y"
"bright","36","bright","b/r/igh/t","b/r/ai/t ","","WordAudio_bright.ogg","N","N","Y"
"weep","35","weep","w/ee/p","w/i:/p","","WordAudio_weep.ogg","Y","N","Y"
"week","35","week","w/ee/k","w/i:/k","","WordAudio_week.ogg","Y","N","Y"
"weed","35","weed","w/ee/d","w/i:/d","","WordAudio_weed.ogg","Y","N","Y"
"light","36","light","l/igh/t","l/ai/t","WordImage_light.png","WordAudio_light.ogg","Y","N","Y"
"oat","37","oat","oa/t","..u/t","","WordAudio_oat.ogg","Y","N","Y"
"boast","37","boast","b/oa/st","b/..u/st","","WordAudio_boast.ogg","Y","N","Y"
"boat","37","boat","b/oa/t","b/..u/t","WordImage_boat.png","WordAudio_boat.ogg","Y","N","Y"
"soak","37","soak","s/oa/k","s/..u/k","","WordAudio_soak.ogg","Y","N","Y"
"roast","37","roast","r/oa/st","r/..u/st","","WordAudio_roast.ogg","Y","N","Y"
"road","37","road","r/oa/d","r/..u/d","WordImage_road.png","WordAudio_road.ogg","Y","N","Y"
"poach","37","poach","p/oa/ch","p/..u/tsh","","WordAudio_poach.ogg","Y","N","Y"
"moan","37","moan","m/oa/n","m/..u/n","","WordAudio_moan.ogg","Y","N","Y"
"loan","37","loan","l/oa/n","l/..u/n","","WordAudio_loan.ogg","Y","N","Y"
"loaf","37","loaf","l/oa/f","l/..u/f","","WordAudio_loaf.ogg","Y","N","Y"
"load","37","load","l/oa/d","l/..u/d","","WordAudio_load.ogg","Y","N","Y"
"cloak","37","cloak","c/l/oa/k","k/l/..u/k ","","WordAudio_cloak.ogg","Y","N","Y"
"coach","37","coach","c/oa/ch","k/..u/tsh","","WordAudio_coach.ogg","Y","N","Y"
"coat","37","coat","c/oa/t","k/..u/t","WordImage_coat.png","WordAudio_coat.ogg","Y","N","Y"
"coast","37","coast","c/oa/st","k/..u/st","WordImage_coast.png","WordAudio_coast.ogg","Y","N","Y"
"coal","37","coal","c/oa/l","k/..u/l","","WordAudio_coal.ogg","Y","N","Y"
"gloat","37","gloat","g/l/oa/t","g/l/..u/t ","","WordAudio_gloat.ogg","Y","N","Y"
"goat","37","goat","g/oa/t","g/..u/t","WordImage_goat.png","WordAudio_goat.ogg","Y","N","Y"
"goal","37","goal","g/oa/l","g/..u/l","WordImage_goal.png","WordAudio_goal.ogg","Y","N","Y"
"float_blue","37","float","f/l/oa/t","f/l/..u/t","","WordAudio_float.ogg","Y","N","Y"
"foam","37","foam","f/oa/m","f/..u/m","","WordAudio_foam.ogg","Y","N","Y"
"foal","37","foal","f/oa/l","f/..u/l","","WordAudio_foal.ogg","Y","N","Y"
"cheek","35","cheek","ch/ee/k","tsh/i:/k","WordImage_cheek.png","WordAudio_cheek.ogg","Y","N","Y"
"three_blue","35","three","th/r/ee","th/r/i:","WordImage_three.png","WordAudio_three.ogg","Y","N","Y"
"sheet","35","sheet","sh/ee/t","sh/i:/t","WordImage_sheet.png","WordAudio_sheet.ogg","Y","N","Y"
"sheep","35","sheep","sh/ee/p","sh/i:/p","","WordAudio_sheep.ogg","Y","N","Y"
"chain","34","chain","ch/ai/n","tsh/ei/n","","WordAudio_chain.ogg","Y","N","Y"
"tail","34","tail","t/ai/l","t/ei/l","WordImage_tail.png","WordAudio_tail.ogg","Y","N","Y"
"sail","34","sail","s/ai/l","s/ei/l","","WordAudio_sail.ogg","Y","N","Y"
"rain","34","rain","r/ai/n","r/ei/n","WordImage_rain.png","WordAudio_rain.ogg","Y","N","Y"
"pain","34","pain","p/ai/n","p/ei/n","","WordAudio_pain.ogg","Y","N","Y"
"pail","34","pail","p/ai/l","p/ei/l","","WordAudio_pail.ogg","Y","N","Y"
"paid","34","paid","p/ai/d","p/ei/d","","WordAudio_paid.ogg","Y","N","Y"
"nail","34","nail","n/ai/l","n/ei/l","WordImage_nail.png","WordAudio_nail.ogg","Y","N","Y"
"main","34","main","m/ai/n","m/ei/n","","WordAudio_main.ogg","Y","N","Y"
"mail","34","mail","m/ai/l","m/ei/l","","WordAudio_mail.ogg","Y","N","Y"
"quail","34","quail","qu/ai/l","kw/ei/l","WordImage_quail.png","WordAudio_quail.ogg","Y","N","Y"
"hail","34","hail","h/ai/l","h/ei/l","","WordAudio_hail.ogg","Y","N","Y"
"gait","34","gait","g/ai/t","g/ei/t","","WordAudio_gait.ogg","Y","N","Y"
"faith","34","faith","f/ai/th","f/ei/th","","WordAudio_faith.ogg","Y","N","Y"
"fail","34","fail","f/ai/l","f/ei/l","","WordAudio_fail.ogg","Y","N","Y"
"aim","34","aim","ai/m","ei/m","","WordAudio_aim.ogg","Y","N","Y"
"aid","34","aid","ai/d","ei/d","","WordAudio_aid.ogg","Y","N","Y"
"bait","34","bait","b/ai/t","b/ei/t","","WordAudio_bait.ogg","Y","N","Y"
"wing","33","wing","w/i/ng","w/i/ng","WordImage_wing.png","WordAudio_wing.ogg","Y","N","Y"
"waist","34","waist","w/ai/s/t","w/ei/s/t","WordImage_waist.png","WordAudio_waist.ogg","Y","N","Y"
"soap","37","soap","s/oa/p","s/..u/p","WordImage_soap.png","WordAudio_soap.ogg","Y","N","Y"
"wait","34","wait","w/ai/t","w/ei/t","","WordAudio_wait.ogg","Y","N","Y"
"been","35","been","b/ee/n","b/i:/n","","WordAudio_been.ogg","Y","N","Y"
"street","35","street","s/t/r/ee/t","s/t/r/i:/t","WordImage_street.png","WordAudio_street.ogg","Y","N","Y"
"seen","35","seen","s/ee/n","s/i:/n","","WordAudio_seen.ogg","Y","N","Y"
"seem","35","seem","s/ee/m","s/i:/m","","WordAudio_seem.ogg","Y","N","Y"
"seed","35","seed","s/ee/d","s/i:/d","","WordAudio_seed.ogg","Y","N","Y"
"see","35","see","s/ee","s/i:","","WordAudio_see.ogg","Y","N","Y"
"peep","35","peep","p/ee/p","p/i:/p","","WordAudio_peep.ogg","Y","N","Y"
"need","35","need","n/ee/d","n/i:/d","","WordAudio_need.ogg","Y","N","Y"
"meet","35","meet","m/ee/t","m/i:/t","","WordAudio_meet.ogg","Y","N","Y"
"queen","35","queen","qu/ee/n","kw/i:/n","WordImage_queen.png","WordAudio_queen.ogg","Y","N","Y"
"coffee","35","coffee","c/o/ff/ee","k/o/f/i:","WordImage_coffee.png","WordAudio_coffee.ogg","N","N","Y"
"keep","35","keep","k/ee/p","k/i:/p","","WordAudio_keep.ogg","Y","N","Y"
"eel","35","eel","ee/l","i:/l","","WordAudio_eel.ogg","Y","N","Y"
"heel","35","heel","h/ee/l","h/i:/l","WordImage_heel.png","WordAudio_heel.ogg","Y","N","Y"
"feet","35","feet","f/ee/t","f/i:/t","","WordAudio_feet.ogg","Y","N","Y"
"feel","35","feel","f/ee/l","f/i:/l","","WordAudio_feel.ogg","Y","N","Y"
"feed","35","feed","f/ee/d","f/i:/d","","WordAudio_feed.ogg","Y","N","Y"
"jeep","35","jeep","j/ee/p","dz/i:/p","","WordAudio_jeep.ogg","Y","N","Y"
"deep","35","deep","d/ee/p","d/i:/p","","WordAudio_deep.ogg","Y","N","Y"
"bee","35","bee","b/ee","b/i:","WordImage_bee.png","WordAudio_bee.ogg","Y","N","Y"
"toad","37","toad","t/oa/d","t/..u/d","","WordAudio_toad.ogg","Y","N","Y"
"toast","37","toast","t/oa/s/t","t/..u/s/t ","","WordAudio_toast.ogg","Y","N","Y"
