"ID","Learning level","Spelling","Synthesis","Phonemic Synthesis","IllustrationFile","AudioFile","IsSimpleWord","IsSightWord","IsPhonicsWord"
"fluff","19","fluff","f/l/u/ff","f/l/^/f","WordImage_fluff.png","WordAudio_fluff.ogg","Y","N","Y"
"fit","19","fit","f/i/t","f/i/t","","WordAudio_fit.ogg","Y","N","Y"
"fin","19","fin","f/i/n","f/i/n","","WordAudio_fin.ogg","Y","N","Y"
"fig","19","fig","f/i/g","f/i/g","WordImage_fig.png","WordAudio_fig.ogg","Y","N","Y"
"fed","19","fed","f/e/d","f/e/d","","WordAudio_fed.ogg","Y","N","Y"
"fat","19","fat","f/a/t","f/ae/t","","WordAudio_fat.ogg","Y","N","Y"
"fan","19","fan","f/a/n","f/ae/n","","WordAudio_fan.ogg","Y","N","Y"
"fun","19","fun","f/u/n","f/^/n","","WordAudio_fun.ogg","Y","N","Y"
"fell","20","fell","f/e/ll","f/e/l","","WordAudio_fell.ogg","Y","N","Y"
"six","25","six","s/i/x","s/i/ks","WordImage_six.png","WordAudio_six.ogg","Y","N","Y"
"fill","20","fill","f/i/ll","f/i/l","","WordAudio_fill.ogg","Y","N","Y"
"grill_orange","20","grill","g/r/i/ll","g/r/i/l","","WordAudio_grill.ogg","Y","N","Y"
"lot","20","lot","l/o/t","l/o/t","","WordAudio_lot.ogg","Y","N","Y"
"lock","20","lock","l/o/ck","l/o/k","WordImage_lock.png","WordAudio_lock.ogg","Y","N","Y"
"log","20","log","l/o/g","l/o/g","","WordAudio_log.ogg","Y","N","Y"
"lit","20","lit","l/i/t","l/i/t","","WordAudio_lit.ogg","Y","N","Y"
"lips","20","lips","l/i/p/s","l/i/p/s","WordImage_lips.png","WordAudio_lips.ogg","Y","N","Y"
"lip","20","lip","l/i/p","l/i/p","","WordAudio_lip.ogg","Y","N","Y"
"lick","20","lick","l/i/ck","l/i/k","","WordAudio_lick.ogg","Y","N","Y"
"lid","20","lid","l/i/d","l/i/d","WordImage_lid.png","WordAudio_lid.ogg","Y","N","Y"
"let","20","let","l/e/t","l/e/t","","WordAudio_let.ogg","Y","N","Y"
"leg","20","leg","l/e/g","l/e/g","WordImage_leg.png","WordAudio_leg.ogg","Y","N","Y"
"led","20","led","l/e/d","l/e/d","","WordAudio_led.ogg","Y","N","Y"
"lap","20","lap","l/a/p","l/ae/p","","WordAudio_lap.ogg","Y","N","Y"
"lack","20","lack","l/a/ck","l/ae/k ","","WordAudio_lack.ogg","Y","N","Y"
"lad","20","lad","l/a/d","l/ae/d","","WordAudio_lad.ogg","Y","N","Y"
"lug","20","lug","l/u/g","l/^/g","","WordAudio_lug.ogg","Y","N","Y"
"call","20","call",,"k/o:/l","","WordAudio_call.ogg","N","Y","N"
"hall","20","hall",,"h/o:/l","","WordAudio_hall.ogg","N","Y","N"
"hill","20","hill","h/i/ll","h/i/l","","WordAudio_hill.ogg","Y","N","Y"
"hell","20","hell","h/e/ll","h/e/l","","WordAudio_hell.ogg","Y","N","Y"
"fall","20","fall",,"f/o:/l","WordImage_fall.png","WordAudio_fall.ogg","N","Y","N"
"be","18","be",,,"","WordAudio_be.ogg","N","Y","N"
"tax","25","tax","t/a/x","t/ae/ks","","WordAudio_tax.ogg","Y","N","Y"
"dry","26","dry","d/r/y","d/r/ai","","WordAudio_dry.ogg","Y","N","Y"
"wish","30","wish","w/i/sh","w/i/sh","","WordAudio_wish.ogg","Y","N","Y"
"shop","30","shop","sh/o/p","sh/o/p","WordImage_shop.png","WordAudio_shop.ogg","Y","N","Y"
"shock","30","shock","sh/o/ck","sh/o/k","","WordAudio_shock.ogg","Y","N","Y"
"ship","30","ship","sh/i/p","sh/i/p","WordImage_ship.png","WordAudio_ship.ogg","Y","N","Y"
"shin","30","shin","sh/i/n","sh/i/n","","WordAudio_shin.ogg","Y","N","Y"
"shift","30","shift","sh/i/f/t","sh/i/f/t","","WordAudio_shift.ogg","N","N","Y"
"shelf","30","shelf","sh/e/l/f","sh/e/l/f","WordImage_shelf.png","WordAudio_shelf.ogg","Y","N","Y"
"shell","30","shell","sh/e/ll","sh/e/l","WordImage_shell.png","WordAudio_shell.ogg","Y","N","Y"
"she","30","she",,,"","WordAudio_she.ogg","N","Y","N"
"shed","30","shed","sh/e/d","sh/e/d","","WordAudio_shed.ogg","Y","N","Y"
"shun","30","shun","sh/u/n","sh/^/n","","WordAudio_shun.ogg","Y","N","Y"
"selfish","30","selfish","s/e/l/f/i/sh","s/e/l/f/i/sh","","WordAudio_selfish.ogg","N","N","Y"
"rash","30","rash","r/a/sh","r/ae/sh","","WordAudio_rash.ogg","Y","N","Y"
"radish","30","radish","r/a/d/i/sh","r/ae/d/i/sh","WordImage_radish.png","WordAudio_radish.ogg","N","N","Y"
"rush","30","rush","r/u/sh","r/^/sh","","WordAudio_rush.ogg","Y","N","Y"
"mash","30","mash","m/a/sh","m/ae/sh","","WordAudio_mash.ogg","Y","N","Y"
"cash","30","cash","c/a/sh","k/ae/sh","","WordAudio_cash.ogg","Y","N","Y"
"hush","30","hush","h/u/sh","h/^/sh","","WordAudio_hush.ogg","Y","N","Y"
"shut","30","shut","sh/u/t","sh/^/t","","WordAudio_shut.ogg","Y","N","Y"
"bath","31","bath","b/a/th","b/a:r/th","","WordAudio_bath.ogg","Y","N","Y"
"moth","31","moth","m/o/th","m/o/th","WordImage_moth.png","WordAudio_moth.ogg","Y","N","Y"
"path","31","path","p/a/th","p/a:r/th","","WordAudio_path.ogg","Y","N","Y"
"sang","33","sang","s/a/ng","s/ae/ng","","WordAudio_sang.ogg","Y","N","Y"
"sung","33","sung","s/u/ng","s/^/ng","","WordAudio_sung.ogg","Y","N","Y"
"ring","33","ring","r/i/ng","r/i/ng","WordImage_ring.png","WordAudio_ring.ogg","Y","N","Y"
"rang","33","rang","r/a/ng","r/ae/ng","","WordAudio_rang.ogg","Y","N","Y"
"long","33","long","l/o/ng","l/o/ng","WordImage_long.png","WordAudio_long.ogg","Y","N","Y"
"lung","33","lung","l/u/ng","l/^/ng","WordImage_lung.png","WordAudio_lung.ogg","Y","N","Y"
"king","33","king","k/i/ng","k/i/ng","WordImage_king.png","WordAudio_king.ogg","Y","N","Y"
"hang","33","hang","h/a/ng","h/ae/ng","","WordAudio_hang.ogg","Y","N","Y"
"hung","33","hung","h/u/ng","h/^/ng","","WordAudio_hung.ogg","Y","N","Y"
"gang","33","gang","g/a/ng","g/ae/ng","","WordAudio_gang.ogg","Y","N","Y"
"fang","33","fang","f/a/ng","f/ae/ng","WordImage_fang.png","WordAudio_fang.ogg","Y","N","Y"
"the","32","the",,,"","WordAudio_the.ogg","N","Y","N"
"this","32","this","th/i/s","dh/i/s","WordImage_this.png","WordAudio_this.ogg","Y","N","Y"
"then","32","then","th/e/n","dh/e/n","","WordAudio_then.ogg","Y","N","Y"
"them","32","them","th/e/m","dh/e/m","WordImage_them.png","WordAudio_them.ogg","Y","N","Y"
"that","32","that","th/a/t","dh/ae/t","WordImage_that.png","WordAudio_that.ogg","Y","N","Y"
"than","32","than","th/a/n","dh/ae/n","","WordAudio_than.ogg","Y","N","Y"
"thin","31","thin","th/i/n","th/i/n","WordImage_thin.png","WordAudio_thin.ogg","Y","N","Y"
"thick","31","thick","th/i/ck","th/i/k","","WordAudio_thick.ogg","Y","N","Y"
"fish","30","fish","f/i/sh","f/i/sh","WordImage_fish.png","WordAudio_fish.ogg","Y","N","Y"
"dish","30","dish","d/i/sh","d/i/sh","WordImage_dish.png","WordAudio_dish.ogg","Y","N","Y"
"ash","30","ash","a/sh","ae/sh","","WordAudio_ash.ogg","Y","N","Y"
"chop","29","chop","ch/o/p","tsh/o/p","","WordAudio_chop.ogg","Y","N","Y"
"quack","28","quack","qu/a/ck","kw/ae/k","","WordAudio_quack.ogg","Y","N","Y"
"zip","27","zip","z/i/p","z/i/p","","WordAudio_zip.ogg","Y","N","Y"
"zig-zag","27","zig-zag",,"z/i/g/z/ae/g","WordImage_zig-zag.png","WordAudio_zig-zag.ogg","N","N","N"
"zap","27","zap","z/a/p","z/ae/p","WordImage_zap.png","WordAudio_zap.ogg","Y","N","Y"
"frizz","27","frizz","f/r/i/zz","f/r/i/z","","WordAudio_frizz.ogg","Y","N","Y"
"fizz","27","fizz","f/i/zz","f/i/z","WordImage_fizz.png","WordAudio_fizz.ogg","Y","N","Y"
"fuzz","27","fuzz","f/u/zz","f/^/z","WordImage_fuzz.png","WordAudio_fuzz.ogg","Y","N","Y"
"jazz","27","jazz","j/a/zz","dz/ae/z","WordImage_jazz.png","WordAudio_jazz.ogg","Y","N","Y"
"buzz","27","buzz","b/u/zz","b/^/z","WordImage_buzz.png","WordAudio_buzz.ogg","Y","N","Y"
"unzip","27","unzip","u/n/z/i/p","^/n/z/i/p","WordImage_unzip.png","WordAudio_unzip.ogg","Y","N","Y"
"my_sightword","26","my",,,"","WordAudio_my.ogg","N","Y","N"
"sty","26","sty","s/t/y","s/t/ai","","WordAudio_sty.ogg","Y","N","Y"
"sly","26","sly","s/l/y","s/l/ai","","WordAudio_sly.ogg","Y","N","Y"
"mummy","26","mummy","m/u/mm/y","m/^/m/i: ","","WordAudio_mummy.ogg","Y","Y","Y"
"yet","26","yet","y/e/t","j/e/t","","WordAudio_yet.ogg","Y","N","Y"
"yes","26","yes","y/e/s","j/e/s","","WordAudio_yes.ogg","Y","N","Y"
"yell","26","yell","y/e/ll","j/e/l","WordImage_yell.png","WordAudio_yell.ogg","Y","N","Y"
"yap","26","yap","y/a/p","j/ae/p","","WordAudio_yap.ogg","Y","N","Y"
"yam","26","yam","y/a/m","j/ae/m","","WordAudio_yam.ogg","Y","N","Y"
"quell","28","quell","qu/e/ll","kw/e/l","","WordAudio_quell.ogg","Y","N","Y"
"by","26","by","b/y","b/ai","","WordAudio_by.ogg","Y","N","Y"
"quick","28","quick","qu/i/ck","kw/i/k","WordImage_quick.png","WordAudio_quick.ogg","Y","N","Y"
"quilt","28","quilt","qu/i/l/t","kw/i/l/t","","WordAudio_quilt.ogg","Y","N","Y"
"chip","29","chip","ch/i/p","tsh/i/p","","WordAudio_chip.ogg","Y","N","Y"
"chin","29","chin","ch/i/n","tsh/i/n","WordImage_chin.png","WordAudio_chin.ogg","Y","N","Y"
"chill","29","chill","ch/i/ll","tsh/i/l","","WordAudio_chill.ogg","Y","N","Y"
"chest_orange","29","chest","ch/e/s/t","tsh/e/s/t","WordImage_chest.png","WordAudio_chest.ogg","Y","N","Y"
"chess","29","chess","ch/e/ss","tsh/e/s","WordImage_chess.png","WordAudio_chess.ogg","Y","N","Y"
"check","29","check","ch/e/ck","tsh/e/k","","WordAudio_check.ogg","Y","N","Y"
"chat","29","chat","ch/a/t","tsh/ae/t","WordImage_chat.png","WordAudio_chat.ogg","Y","N","Y"
"chuck","29","chuck","ch/u/ck","tsh/^/k","","WordAudio_chuck.ogg","Y","N","Y"
"such","29","such","s/u/ch","s/^/tsh","","WordAudio_such.ogg","Y","N","Y"
"rich","29","rich","r/i/ch","r/i/tsh","","WordAudio_rich.ogg","Y","N","Y"
"ostrich","29","ostrich","o/s/t/r/i/ch","o/s/t/r/i/tsh","WordImage_ostrich.png","WordAudio_ostrich.ogg","N","N","Y"
"much","29","much","m/u/ch","m/^/tsh","","WordAudio_much.ogg","Y","N","Y"
"bench_orange","29","bench","b/e/n/ch","b/e/n/tsh","","WordAudio_bench.ogg","Y","N","Y"
"squint_orange","28","squint","s/qu/i/n/t","s/kw/i/n/t","","WordAudio_squint.ogg","N","N","Y"
"squid_orange","28","squid","s/qu/i/d","s/kw/i/d","WordImage_squid.png","WordAudio_squid.ogg","N","N","Y"
"liquid","28","liquid","l/i/qu/i/d","l/i/kw/i/d","","WordAudio_liquid.ogg","N","N","Y"
"quiz","28","quiz","qu/i/z","kw/i/z","","WordAudio_quiz.ogg","Y","N","Y"
"quit","28","quit","qu/i/t","kw/i/t","","WordAudio_quit.ogg","Y","N","Y"
"quins","28","quins","qu/i/n/s","kw/i/n/z","","WordAudio_quins.ogg","N","N","Y"
"quill","28","quill","qu/i/ll","kw/i/l","","WordAudio_quill.ogg","Y","N","Y"
"tub","18","tub","t/u/b","t/^/b","","WordAudio_tub.ogg","Y","N","Y"
"rob","18","rob","r/o/b","r/o/b ","","WordAudio_rob.ogg","Y","N","Y"
"rabbit","18","rabbit","r/a/bb/i/t","r/ae/b/i/t","WordImage_rabbit.png","WordAudio_rabbit.ogg","N","N","Y"
"go_sightword","10","go",,,"","WordAudio_go.ogg","N","Y","N"
"no_sightword","10","no",,,"","WordAudio_no.ogg","N","Y","N"
"too_sightword","10","too",,,"","WordAudio_too.ogg","N","Y","N"
"do","10","do",,,"","WordAudio_do.ogg","N","Y","N"
"into","10","into",,,"","WordAudio_into.ogg","N","Y","N"
"to","10","to",,,"","WordAudio_to.ogg","N","Y","N"
"can","11","can","c/a/n","k/ae/n","WordImage_can.png","WordAudio_can.ogg","Y","Y","Y"
"cap","11","cap","c/a/p","k/ae/p","","WordAudio_cap.ogg","Y","N","Y"
"top","10","top","t/o/p","t/o/p","","WordAudio_top.ogg","Y","N","Y"
"cat","11","cat","c/a/t","k/ae/t","WordImage_cat.png","WordAudio_cat.ogg","Y","N","Y"
"cog","11","cog","c/o/g","k/o/g","","WordAudio_cog.ogg","Y","N","Y"
"cop","11","cop","c/o/p","k/o/p","","WordAudio_cop.ogg","Y","N","Y"
"cot","11","cot","c/o/t","k/o/t","","WordAudio_cot.ogg","Y","N","Y"
"kid","12","kid","k/i/d","k/i/d","","WordAudio_kid.ogg","Y","N","Y"
"kit","12","kit","k/i/t","k/i/t","","WordAudio_kit.ogg","Y","N","Y"
"ask_sightword","12","ask",,,"","WordAudio_ask.ogg","N","Y","N"
"cod","11","cod","c/o/d","k/o/d","","WordAudio_cod.ogg","Y","N","Y"
"pot","10","pot","p/o/t","p/o/t","","WordAudio_pot.ogg","Y","N","Y"
"pop","10","pop","p/o/p","p/o/p","","WordAudio_pop.ogg","Y","N","Y"
"pod","10","pod","p/o/d","p/o/d","","WordAudio_pod.ogg","Y","N","Y"
"dip","8","dip","d/i/p","d/i/p","","WordAudio_dip.ogg","Y","N","Y"
"mad","8","mad","m/a/d","m/ae/d","","WordAudio_mad.ogg","Y","N","Y"
"pad","8","pad","p/a/d","p/ae/d","","WordAudio_pad.ogg","Y","N","Y"
"sad","8","sad","s/a/d","s/ae/d","","WordAudio_sad.ogg","Y","N","Y"
"gut","9","gut","g/u/t","g/^/t","","WordAudio_gut.ogg","Y","N","Y"
"gag","9","gag","g/a/g","g/ae/g","","WordAudio_gag.ogg","Y","N","Y"
"gap","9","gap","g/a/p","g/ae/p","","WordAudio_gap.ogg","Y","N","Y"
"gas","9","gas","g/a/s","g/ae/s","","WordAudio_gas.ogg","Y","N","Y"
"got","9","got","g/o/t","g/o/t","","WordAudio_got.ogg","Y","N","Y"
"nag","9","nag","n/a/g","n/ae/g","","WordAudio_nag.ogg","Y","N","Y"
"pig","9","pig","p/i/g","p/i/g","","WordAudio_pig.ogg","Y","N","Y"
"sag","9","sag","s/a/g","s/ae/g","","WordAudio_sag.ogg","Y","N","Y"
"tag","9","tag","t/a/g","t/ae/g","","WordAudio_tag.ogg","Y","N","Y"
"dog","10","dog","d/o/g","d/o/g","WordImage_dog.png","WordAudio_dog.ogg","Y","N","Y"
"dot","10","dot","d/o/t","d/o/t","","WordAudio_dot.ogg","Y","N","Y"
"mop","10","mop","m/o/p","m/o/p","WordImage_mop.png","WordAudio_mop.ogg","Y","N","Y"
"nod","10","nod","n/o/d","n/o/d","","WordAudio_nod.ogg","Y","N","Y"
"not","10","not","n/o/t","n/o/t","","WordAudio_not.ogg","Y","N","Y"
"on","10","on","o/n","o/n","WordImage_on.png","WordAudio_on.ogg","Y","N","Y"
"kick","13","kick","k/i/ck","k/i/k","WordImage_kick.png","WordAudio_kick.ogg","Y","N","Y"
"pack","13","pack","p/a/ck","p/ae/k","","WordAudio_pack.ogg","Y","N","Y"
"pick","13","pick","p/i/ck","p/i/k","","WordAudio_pick.ogg","Y","N","Y"
"sack","13","sack","s/a/ck","s/ae/k","","WordAudio_sack.ogg","Y","N","Y"
"cut","15","cut","c/u/t","k/^/t","","WordAudio_cut.ogg","Y","N","Y"
"luck","15","luck","l/u/ck","l/^/k","","WordAudio_luck.ogg","Y","N","Y"
"mud","15","mud","m/u/d","m/^/d","WordImage_mud.png","WordAudio_mud.ogg","Y","N","Y"
"mug","15","mug","m/u/g","m/^/g","WordImage_mug.png","WordAudio_mug.ogg","Y","N","Y"
"muck","15","muck","m/u/ck","m/^/k","","WordAudio_muck.ogg","Y","N","Y"
"mum","15","mum","m/u/m","m/^/m","WordImage_mum.png","WordAudio_mum.ogg","Y","N","Y"
"nun","15","nun","n/u/n","n/^/n","","WordAudio_nun.ogg","Y","N","Y"
"nut","15","nut","n/u/t","n/^/t","","WordAudio_nut.ogg","Y","N","Y"
"nuts","15","nuts","n/u/t/s","n/^/t/s","WordImage_nuts.png","WordAudio_nuts.ogg","Y","N","Y"
"pump","15","pump","p/u/m/p","p/^/m/p","WordImage_pump.png","WordAudio_pump.ogg","N","N","Y"
"pumpkin","15","pumpkin","p/u/m/p/k/i/n","p/^/m/p/k/i/n","WordImage_pumpkin.png","WordAudio_pumpkin.ogg","N","N","Y"
"pup","15","pup","p/u/p","p/^/p","","WordAudio_pup.ogg","Y","N","Y"
"run","15","run","r/u/n","r/^/n","WordImage_run.png","WordAudio_run.ogg","Y","N","Y"
"suck","15","suck","s/u/ck","s/^/k","","WordAudio_suck.ogg","Y","N","Y"
"sum","15","sum","s/u/m","s/^/m","","WordAudio_sum.ogg","Y","N","Y"
"sun","15","sun","s/u/n","s/^/n","WordImage_sun.png","WordAudio_sun.ogg","Y","N","Y"
"sunset","15","sunset","s/u/n/s/e/t","s/^/n/s/e/t","WordImage_sunset.png","WordAudio_sunset.ogg","N","N","Y"
"tug","15","tug","t/u/g","t/^/g","","WordAudio_tug.ogg","Y","N","Y"
"wave","93","wave",,"w/ei/v","WordImage_wave.png","WordAudio_wave.ogg","N","Y","N"
"cup","15","cup","c/u/p","k/^/p","WordImage_cup.png","WordAudio_cup.ogg","Y","N","Y"
"dim","8","dim","d/i/m","d/i/m","","WordAudio_dim.ogg","Y","N","Y"
"gum","15","gum","g/u/m","g/^/m","","WordAudio_gum.ogg","Y","N","Y"
"dug","15","dug","d/u/g","d/^/g","","WordAudio_dug.ogg","Y","N","Y"
"sick","13","sick","s/i/ck","s/i/k","","WordAudio_sick.ogg","Y","N","Y"
"sock","13","sock","s/o/ck","s/o/k","WordImage_sock.png","WordAudio_sock.ogg","Y","N","Y"
"tick","13","tick","t/i/ck","t/i/k","","WordAudio_tick.ogg","Y","N","Y"
"deck","14","deck","d/e/ck","d/e/k","","WordAudio_deck.ogg","Y","N","Y"
"den","14","den","d/e/n","d/e/n","","WordAudio_den.ogg","Y","N","Y"
"get","14","get","g/e/t","g/e/t","","WordAudio_get.ogg","Y","Y","Y"
"insects","14","insects","i/n/s/e/c/t/s","i/n/s/e/k/t/s","WordImage_insects.png","WordAudio_insects.ogg","N","N","Y"
"men","14","men","m/e/n","m/e/n","","WordAudio_men.ogg","Y","N","Y"
"met","14","met","m/e/t","m/e/t","","WordAudio_met.ogg","Y","N","Y"
"neck","14","neck","n/e/ck","n/e/k","WordImage_neck.png","WordAudio_neck.ogg","Y","N","Y"
"net","14","net","n/e/t","n/e/t","","WordAudio_net.ogg","Y","N","Y"
"peg","14","peg","p/e/g","p/e/g","","WordAudio_peg.ogg","Y","N","Y"
"peck","14","peck","p/e/ck","p/e/k","","WordAudio_peck.ogg","Y","N","Y"
"pen","14","pen","p/e/n","p/e/n","WordImage_pen.png","WordAudio_pen.ogg","Y","N","Y"
"pet","14","pet","p/e/t","p/e/t","","WordAudio_pet.ogg","Y","N","Y"
"set","14","set","s/e/t","s/e/t","","WordAudio_set.ogg","Y","N","Y"
"ten","14","ten","t/e/n","t/e/n","","WordAudio_ten.ogg","Y","N","Y"
"me_sightword","14","me",,,"","WordAudio_me.ogg","N","Y","N"
"up","15","up","u/p","^/p","WordImage_up.png","WordAudio_up.ogg","Y","N","Y"
"duck","15","duck","d/u/ck","d/^/k","WordImage_duck.png","WordAudio_duck.ogg","Y","N","Y"
"dig","8","dig","d/i/g","d/i/g","","WordAudio_dig.ogg","Y","N","Y"
"did","8","did","d/i/d","d/i/d","","WordAudio_did.ogg","Y","Y","Y"
"dam","8","dam","d/a/m","d/ae/m","","WordAudio_dam.ogg","Y","N","Y"
"he_sightword","17","he",,,"","WordAudio_he.ogg","N","Y","N"
"hot","17","hot","h/o/t","h/o/t","","WordAudio_hot.ogg","Y","N","Y"
"hop","17","hop","h/o/p","h/o/p","","WordAudio_hop.ogg","Y","N","Y"
"hog","17","hog","h/o/g","h/o/g","","WordAudio_hog.ogg","Y","N","Y"
"hit","17","hit","h/i/t","h/i/t","","WordAudio_hit.ogg","Y","N","Y"
"hip","17","hip","h/i/p","h/i/p","WordImage_hip.png","WordAudio_hip.ogg","Y","N","Y"
"him","17","him","h/i/m","h/i/m","","WordAudio_him.ogg","Y","Y","Y"
"hid","17","hid","h/i/d","h/i/d","","WordAudio_hid.ogg","Y","N","Y"
"hen","17","hen","h/e/n","h/e/n","WordImage_hen.png","WordAudio_hen.ogg","Y","N","Y"
"hat","17","hat","h/a/t","h/ae/t","WordImage_hat.png","WordAudio_hat.ogg","Y","N","Y"
"ham","17","ham","h/a/m","h/ae/m","","WordAudio_ham.ogg","Y","N","Y"
"had","17","had","h/a/d","h/ae/d","","WordAudio_had.ogg","Y","Y","Y"
"hut","17","hut","h/u/t","h/^/t","WordImage_hut.png","WordAudio_hut.ogg","Y","N","Y"
"hum","17","hum","h/u/m","h/^/m","","WordAudio_hum.ogg","Y","N","Y"
"hug","17","hug","h/u/g","h/^/g","","WordAudio_hug.ogg","Y","N","Y"
"truck_orange","16","truck","t/r/u/ck","t/r/^/k","","WordAudio_truck.ogg","Y","N","Y"
"rot","16","rot","r/o/t","r/o/t","","WordAudio_rot.ogg","Y","N","Y"
"rock","16","rock","r/o/ck","r/o/k","WordImage_rock.png","WordAudio_rock.ogg","Y","N","Y"
"rod","16","rod","r/o/d","r/o/d","","WordAudio_rod.ogg","Y","N","Y"
"has","17","has",,,"","WordAudio_has.ogg","N","Y","N"
"rip","16","rip","r/i/p","r/i/p","","WordAudio_rip.ogg","Y","N","Y"
"his","17","his",,,"","WordAudio_his.ogg","N","Y","N"
"bug","18","bug","b/u/g","b/^/g","","WordAudio_bug.ogg","Y","N","Y"
"rub","18","rub","r/u/b","r/^/b","","WordAudio_rub.ogg","Y","N","Y"
"cub","18","cub","c/u/b","k/^/b","","WordAudio_cub.ogg","Y","N","Y"
"bop","18","bop","b/o/p","b/o/p","","WordAudio_bop.ogg","Y","N","Y"
"bog","18","bog","b/o/g","b/o/g","","WordAudio_bog.ogg","Y","N","Y"
"bit","18","bit","b/i/t","b/i/t","","WordAudio_bit.ogg","Y","N","Y"
"bin","18","bin","b/i/n","b/i/n","","WordAudio_bin.ogg","Y","N","Y"
"big","18","big","b/i/g","b/i/g","","WordAudio_big.ogg","Y","N","Y"
"bid","18","bid","b/i/d","b/i/d","","WordAudio_bid.ogg","Y","N","Y"
"bet","18","bet","b/e/t","b/e/t","","WordAudio_bet.ogg","Y","N","Y"
"Ben","18","Ben","B/e/n","b/e/n","","WordAudio_Ben.ogg","Y","N","Y"
"beg","18","beg","b/e/g","b/e/g","","WordAudio_beg.ogg","Y","N","Y"
"bed","18","bed","b/e/d","b/e/d","WordImage_bed.png","WordAudio_bed.ogg","Y","N","Y"
"bat","18","bat","b/a/t","b/ae/t","WordImage_bat.png","WordAudio_bat.ogg","Y","N","Y"
"back","18","back","b/a/ck","b/ae/k","WordImage_back.png","WordAudio_back.ogg","Y","N","Y"
"bag","18","bag","b/a/g","b/ae/g","WordImage_bag.png","WordAudio_bag.ogg","Y","N","Y"
"bad","18","bad","b/a/d","b/ae/d","","WordAudio_bad.ogg","Y","N","Y"
"but","18","but","b/u/t","b/^/t","","WordAudio_but.ogg","Y","N","Y"
"bus","18","bus","b/u/s","b/^/s","","WordAudio_bus.ogg","Y","N","Y"
"bun","18","bun","b/u/n","b/^/n","","WordAudio_bun.ogg","Y","N","Y"
"bud","18","bud","b/u/d","b/^/d","","WordAudio_bud.ogg","Y","N","Y"
"sing","33","sing","s/i/ng","s/i/ng","WordImage_sing.png","WordAudio_sing.ogg","Y","N","Y"
"rim","16","rim","r/i/m","r/i/m","","WordAudio_rim.ogg","Y","N","Y"
"rid","16","rid","r/i/d","r/i/d","","WordAudio_rid.ogg","Y","N","Y"
"tip","5","tip","t/i/p","t/i/p","","WordAudio_tip.ogg","Y","N","Y"
"I","5","I",,,"","WordAudio_I.ogg","N","Y","N"
"is","5","is",,,"","WordAudio_is.ogg","N","Y","N"
"an","6","an","a/n","ae/n","","WordAudio_an.ogg","Y","N","Y"
"in","6","in","i/n","i/n","WordImage_in.png","WordAudio_in.ogg","Y","N","Y"
"nap","6","nap","n/a/p","n/ae/p","","WordAudio_nap.ogg","Y","N","Y"
"nip","6","nip","n/i/p","n/i/p","","WordAudio_nip.ogg","Y","N","Y"
"pan","6","pan","p/a/n","p/ae/n","","WordAudio_pan.ogg","Y","N","Y"
"pin","6","pin","p/i/n","p/i/n","","WordAudio_pin.ogg","Y","N","Y"
"sin","6","sin","s/i/n","s/i/n","","WordAudio_sin.ogg","Y","N","Y"
"tin","6","tin","t/i/n","t/i/n","","WordAudio_tin.ogg","Y","N","Y"
"am","7","am","a/m","ae/m","","WordAudio_am.ogg","Y","N","Y"
"man","7","man","m/a/n","m/ae/n","WordImage_man.png","WordAudio_man.ogg","Y","N","Y"
"map","7","map","m/a/p","m/ae/p","WordImage_map.png","WordAudio_map.ogg","Y","N","Y"
"mat","7","mat","m/a/t","m/ae/t","","WordAudio_mat.ogg","Y","N","Y"
"Pam","7","Pam","P/a/m","p/ae/m","","WordAudio_Pam.ogg","Y","N","Y"
"Sam","7","Sam","S/a/m","s/ae/m","","WordAudio_Sam.ogg","Y","N","Y"
"and","8","and","a/n/d","ae/n/d","","WordAudio_and.ogg","Y","Y","Y"
"dad","8","dad","d/a/d","d/ae/d","WordImage_dad.png","WordAudio_dad.ogg","Y","Y","Y"
"sit","5","sit","s/i/t","s/i/t","","WordAudio_sit.ogg","Y","N","Y"
"rig","16","rig","r/i/g","r/i/g","","WordAudio_rig.ogg","Y","N","Y"
"sip","5","sip","s/i/p","s/i/p","","WordAudio_sip.ogg","Y","N","Y"
"pip","5","pip","p/i/p","p/i/p","","WordAudio_pip.ogg","Y","N","Y"
"red","16","red","r/e/d","r/e/d","WordImage_red.png","WordAudio_red.ogg","Y","N","Y"
"rat","16","rat","r/a/t","r/ae/t","WordImage_rat.png","WordAudio_rat.ogg","Y","N","Y"
"rap","16","rap","r/a/p","r/ae/p","","WordAudio_rap.ogg","Y","N","Y"
"ran","16","ran","r/a/n","r/ae/n","","WordAudio_ran.ogg","Y","N","Y"
"ram","16","ram","r/a/m","r/ae/m","","WordAudio_ram.ogg","Y","N","Y"
"rack","16","rack","r/a/ck","r/ae/k","","WordAudio_rack.ogg","Y","N","Y"
"rag","16","rag","r/a/g","r/ae/g","","WordAudio_rag.ogg","Y","N","Y"
"rut","16","rut","r/u/t","r/^/t","","WordAudio_rut.ogg","Y","N","Y"
"rug","16","rug","r/u/g","r/^/g","","WordAudio_rug.ogg","Y","N","Y"
"us","15","us",,,"","WordAudio_us.ogg","N","Y","N"
"put","15","put",,,"","WordAudio_put.ogg","N","Y","N"
"a","1","a",,,"","WordAudio_a.ogg","N","Y","N"
"at","2","at","a/t","ae/t","","WordAudio_at.ogg","Y","N","Y"
